1,647.4,477.8,622.7,655.6,707.6,731.9,777.2,753.3,816.4,664.1,739.4
2,657.5,488.6,674.6,675.5,763.8,731,737.9,699.8,661,675.4,768.9
3,690.8,500.8,665.7,694,778.1,734.8,765.9,678.9,760.3,670.7,719.5
4,638.3,478.2,629.7,621.2,653.4,661.5,716.7,686.6,756.8,577.8,721.6
5,695,560.5,680.8,655.1,743.6,723.8,785.1,707.9,795,610.6,727.4
6,672.7,518,654.2,605.8,714.6,736.6,772.2,744.6,830.8,647.7,756.3
7,671.8,508.2,676.5,679.6,738.9,726.5,709.9,687.1,746.2,607.2,675.3
8,676.1,529.2,642.7,629.1,751.4,753,740.8,747.4,818.9,663,717.1
9,700.8,506.9,676.3,637.5,644.4,670.4,681.8,681.1,767.6,688.3,771.1
10,675.3,520,664.7,634.9,671.1,725.8,737.8,720.6,804.5,650.7,720
11,590.6,466.9,593,579.3,592.5,662.5,695.9,680.2,716.2,593.3,656.6
12,623.2,497.4,630.7,660.7,685.4,737.2,733.9,724.6,773.5,635.9,695.4
13,618.8,479.2,624.1,668.3,691.1,725.7,773.8,735.4,801.8,664.6,743.9
14,611.5,460,619.4,658,692.3,737.5,758.7,728,779.5,667.5,763.8
15,627.2,464.8,545.8,610.6,712.8,642.6,754.2,730.5,745.2,662.1,757.6
16,600.6,469.6,583.1,651.3,661.4,715.8,764.1,737.9,768.3,667.5,678.6
17,623.2,512.2,593.4,426.8,668.1,637.2,633.2,640.9,649.2,593,678.8
18,620.8,504.2,609.8,605.7,607.9,721.8,755,722.4,737,652.4,698.2
19,587.4,452.3,607.4,575.5,687.5,738.4,792.3,702.6,741.7,637.7,806.9
20,0,0,531.3,532,619.6,637.2,659.5,640.7,657.1,565.9,559.1
21,544.9,415.4,513.2,587,601.1,679,699.2,686.4,678.7,592.8,626.8
22,585.5,465.4,605.8,586.9,674.9,720.6,810.5,666.2,643.9,600.8,686.7
23,606.4,507.8,604.3,661.8,696,732.6,737.6,688.8,714.2,635,568.9
24,645.9,515.4,567.4,548.5,684.6,708.4,759.9,693.6,727.3,585.2,759.8
25,671.4,513.6,589.2,654.4,730.6,706.1,738.9,689.9,720.4,629.8,745.3
26,644.7,505.9,573.9,652.9,702.1,696,739.7,681.4,714.7,641,654
27,634,501.2,613.6,658.9,723.1,735.5,851.3,795.1,839.3,764.4,786.4
28,665.5,534,639.6,626,672.1,695.4,689.4,679.5,733.1,603.5,651.6
29,628.9,491.2,604.3,596.2,618.5,657.7,710.1,680.6,715.5,627.7,658.2
30,642.2,510.1,613.3,584.5,708.8,728.3,733,753.2,829.2,670.7,716.6
31,668.4,538.8,659.7,678.8,644,740.4,729.5,715.4,781,671.1,768.9
32,629.8,511.8,620.7,665.7,730.3,745.5,754.5,619.6,763.5,619.7,702.7
33,667.6,519.1,632.5,629.4,677.1,673.2,664.3,685.9,727.5,621.3,646.5
34,679.9,510.1,626.1,648.3,694.3,716,725.4,687.3,759.9,583.8,643.4
35,664.3,513.8,629.7,609.4,646.4,680.3,669.2,670.6,746,601.5,662
36,685.5,508.6,636.4,624.9,701.3,730.9,737,736.4,825.4,675.7,747.1
37,662.3,524,646.8,623.2,739.6,747.2,711.2,687.5,752.9,609,621.2
38,0,0,0,0,0,0,0,761.1,815.5,654.8,736.7
39,0,0,659.1,629.2,691.3,695.5,670.1,681.6,759.4,607.3,684.2
40,682,504,650.8,620.8,661.5,661,650.7,668.2,704.4,514,675.7
41,736.4,548.7,668.4,609.5,696.1,719.3,698.9,712.8,778.2,626.8,713.7
42,655.4,516.8,672.5,681,725.6,691.8,683.3,693.9,725.1,629.9,681.9
43,704.1,534.2,654.2,629.5,669.5,670.7,676.6,674.4,750.9,596.1,718.7
44,679.9,522.2,683.6,697.5,735.3,714.2,710.9,730,766.8,665.5,692.2
45,678.9,518.7,659.3,625,662.5,664,653.5,663,702.2,590.9,653.5
46,666.9,509.2,650.6,613.2,678.7,664.5,649.9,677.1,689.5,612.6,653.7
47,664.1,508.6,638.3,604.2,701.7,707.7,691.9,686.9,759,634.1,688.7
48,680.6,506.9,655.7,624.5,719.2,713.9,471.8,734.3,763.3,623.7,629.2
49,0,522.7,675.8,613.7,713.7,709.8,683.9,651.3,742.7,602.3,694.3
50,665.3,516.6,654.1,605.5,681.2,666.3,629.3,618.4,709.4,592.2,656.8
51,0,0,683.9,669.4,763.5,715.4,699.7,636.5,746.1,616.3,711.3
52,696.1,531.5,667.5,635.9,681.4,690.8,688.9,659,741.4,583.2,684.9
53,0,0,0,0,0,0,0,0,0,0,0
54,0,547,700.7,632.8,718.9,696.5,675.8,653.4,753,625.5,713.4
55,0,0,388.7,584.8,698.9,670.5,659.1,634.7,699.7,580.6,658.8
56,704.9,548.1,665.3,635.2,776,724.6,709.5,659.8,758.3,641.3,740
57,687.4,519.7,664.1,673.5,714.9,725.6,721.4,727.1,782.7,641.3,702.7
58,681.8,521.4,650.8,598.7,733,730.1,698,612.1,663.8,514.3,619.2
59,665.8,506.9,650.6,588.6,655.4,653.2,633.3,634.3,695.6,546.6,668.1
60,634.9,491.4,559.2,379.1,0,,0,0,0,0,0
61,666.6,479.5,641.3,610.1,700,721.1,720,640.7,735.7,575.8,660.7
62,0,0,0,0,0,171.9,655.1,622.8,717.8,518.2,650.7
63,667.8,487.4,617.1,599.6,635,648.1,627.5,630.4,713.6,554,667.5
64,656.5,499.4,623.5,632.5,688.6,679.5,664.9,599.2,677.6,506.1,651.8
65,0,0,669.1,629.4,710.6,699.5,591.1,662.2,765.9,656.3,725.5
66,671.8,538.1,651.4,691.1,779.8,737.2,731.5,573.9,738.3,632.8,702.1
67,646.9,535.2,660,606.5,693.3,690.1,712.4,673.9,742.5,626.3,679
68,610.6,509.8,603.2,560.3,650.9,647,689.4,667.3,670.7,632.7,660.2
69,645.5,531.5,638.4,666.6,762.8,744.4,756.5,701.2,757.6,646.6,713.2
70,656.6,529.6,659.9,622.1,765.7,756.7,796,788.6,829.7,731.2,764
71,658.4,521.7,613.3,624.2,660.3,655.5,730.4,718.9,756.9,701.6,756.5
72,631,535,642.6,593.1,701.9,695,724.4,699,741.7,682,732
73,665.2,513.6,642.1,613.4,680.8,655.1,706.7,694.9,768.5,676.2,736.2
74,629.7,508.5,544.2,549.6,647.4,719.9,753.3,744.5,754.2,684.6,783.9
75,666.1,534.9,610.8,641.3,660.4,705.7,764.2,701.6,730.5,644.5,750.6
76,637.2,512,626.1,602,675.3,666.6,704.2,710,729.8,664,713.1
77,0,0,656,611.6,694.1,670.9,702.2,648.7,665,646,691.8
78,696,509.7,664.6,622.9,677.2,711.3,743,685.5,779.4,704.6,760.8
79,692.9,485.5,646.2,616.8,668.6,646.2,654.3,624.9,733,619.6,732.3
80,653.2,504.2,692,628.6,789.2,737.1,715.1,680.7,710.7,602.5,621.6
81,673.2,486.4,664.3,670.6,765.4,684,724,666.9,754.2,669,745.2
82,694.8,531.7,660.2,638.5,724.6,666.4,672.2,638.1,740.7,618.3,728.4
83,668.7,490.3,653.2,619.2,704.7,665.1,645.2,629.4,684.2,640.3,727.9
84,669.1,481.2,642.5,615.9,688.4,648.9,661.6,661.6,731.2,625.9,716.7
85,666.8,524.1,683.3,633.6,710.7,720.2,717.4,689.3,725.2,647.1,725.8
86,669.8,477.3,659.2,611.1,742.2,712.4,700.9,634.2,693.6,600,647.3
87,0,0,670.7,495.6,722.4,671.7,651,618.7,691.5,604.5,680.6
88,680.1,522.3,659.4,680.2,764.5,719.1,728.7,657.9,753.8,635.4,768.6
89,683.4,496,662.5,633.4,763.5,716.9,726.3,650.8,735,625.6,708.5
90,705.8,514.7,658.3,618,722.1,684.5,667.6,626.7,722.9,601.8,673.3
91,0,0,700.2,646.6,721.1,698.4,657,664.6,705.3,631.3,698.1
92,677.8,518.7,672.9,646.8,738.9,672.4,672.7,680.9,759.8,659.2,736.5
93,645.6,473.2,617,566.1,622.3,654,615.9,565.8,632.3,541.8,676.7
94,679.2,492.6,610.8,599.3,713.5,697.9,630.8,575.2,639.9,528.2,670.9
95,659.7,476.2,588.7,581.9,678.5,666.5,627.3,574.2,658,538.5,660.7
96,619.7,474.1,618.1,560.3,622.8,630.6,586.9,569.1,633,556.4,646
97,0,0,0,0,0,0,0,0,0,0,646
